Body	Label	Score	Translation	Positive	Negative	EmotionRationale
Yes, you'll need to do this in MongoRocks. This would make sense as a generic test, but we don't currently have a way to test oplogs in generic tests, and I don't think that will happen before the 3.2.0 release.	NEGATIVE	0.9959826469421387	Yes, you'll need to do this in MongoRocks.<br> This would make sense as a generic test, but we don't currently have a way to test oplogs in generic tests, and I don't think that will happen before the 3.2.0 release.	1	-1	 Yes[0] you'll[0] need[0] to[0] do[0] this[0] in[0] MongoRocks[0] [[Sentence=-1,1=word max, 1-5]] This[0] would[0] make[0] sense[0] as[0] a[0] generic[0] test[0] but[0] we[0] don't[0] currently[0] have[0] a[0] way[0] to[0] test[0] oplogs[0] in[0] generic[0] tests[0] and[0] I[0] don't[0] think[0] that[0] will[0] happen[0] before[0] the[0] 3[0] .2[0] .0[0] release[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Ive seen a lot of complaints about missing pid dir when running Centos7 / systemdHere is a tip: You should make sure /var/run/mongodb exists byadding a file/etc/tmpfiles.d/mongod.confIt should contain the followingD /var/run/mongodb 0755 mongod mongod -This will ensure that the pid folder always exists. Has worked well for me and seems to be the systemd way of doing it...http://www.freedesktop.org/software/systemd/man/tmpfiles.d.html	POSITIVE	0.8101919889450073	Ive seen a lot of complaints about missing pid dir when running Centos7 / systemdHere is a tip: You should make sure /var/run/mongodb exists byadding a file/etc/tmpfiles.<br>d/mongod.<br>confIt should contain the followingD /var/run/mongodb 0755 mongod mongod -This will ensure that the pid folder always exists.<br> Has worked well for me and seems to be the systemd way of doing it.<br>http://w.<br>freedesktop.<br>org/software/systemd/man/tmpfiles.<br>d.<br>html	1	-2	 Ive[0] seen[0] a[0] lot[0] of[0] complaints[-1] about[0] missing[0] pid[0] dir[0] when[0] running[0] Centos7[0] /[0] systemdHere[0] is[0] a[0] tip[0] You[0] should[0] make[0] sure[0] /var/run/mongodb[0] exists[0] byadding[0] a[0] file/etc/tmpfiles[0] [[Sentence=-2,1=word max, 1-5]] d/mongod[0] [[Sentence=-1,1=word max, 1-5]] confIt[0] should[0] contain[0] the[0] followingD[0] /var/run/mongodb[0] 0755[0] mongod[0] mongod[0] This[0] will[0] ensure[0] that[0] the[0] pid[0] folder[0] always[0] exists[0] [[Sentence=-1,1=word max, 1-5]] Has[0] worked[0] well[0] for[0] me[0] and[0] seems[0] to[0] be[0] the[0] systemd[0] way[0] of[0] doing[0] it[0] [[Sentence=-1,1=word max, 1-5]] http[0] ://www/://w[0] [[Sentence=-1,1=word max, 1-5]] freedesktop[0] [[Sentence=-1,1=word max, 1-5]] org/software/systemd/man/tmpfiles[0] [[Sentence=-1,1=word max, 1-5]] d[0] [[Sentence=-1,1=word max, 1-5]] html[0] [[Sentence=-1,1=word max, 1-5]][[[1,-2 max of sentences]]]
Same problem here with OpenSuse and the line missing from the init file! Thanks!	NEGATIVE	0.9953728318214417	Same problem here with OpenSuse and the line missing from the init file!<br> Thanks!	2	-2	 Same[0] problem[-1] here[0] with[0] OpenSuse[0] and[0] the[0] line[0] missing[0] from[0] the[0] init[0] file[0] [[Sentence=-2,1=word max, 1-5]] Thanks[1] [[Sentence=-1,2=word max, 1-5]][[[2,-2 max of sentences]]]
On my system it seems that the logged ip address is from the server ! It should be the client ip.	NEGATIVE	0.9982240200042725	On my system it seems that the logged ip address is from the server !<br> It should be the client ip.	1	-1	 On[0] my[0] system[0] it[0] seems[0] that[0] the[0] logged[0] ip[0] address[0] is[0] from[0] the[0] server[0] [[Sentence=-1,1=word max, 1-5]] It[0] should[0] be[0] the[0] client[0] ip[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
@ecocode Thanks for reporting this! I can confirm this behaviour, and I've opened a ticket in our issue tracking system to follow it: https://jira.mongodb.org/browse/SERVER-22054	NEGATIVE	0.9278327822685242	@ecocode Thanks for reporting this!<br> I can confirm this behaviour, and I've opened a ticket in our issue tracking system to follow it: https://jira.<br>mongodb.<br>org/browse/SERVER-22054	2	-1	 @ecocode[0] Thanks[1] for[0] reporting[0] this[0] [[Sentence=-1,2=word max, 1-5]] I[0] can[0] confirm[0] this[0] behaviour[0] and[0] I've[0] opened[0] a[0] ticket[0] in[0] our[0] issue[0] tracking[0] system[0] to[0] follow[0] it[0] https[0] ://jira[0] [[Sentence=-1,1=word max, 1-5]] mongodb[0] [[Sentence=-1,1=word max, 1-5]] org/browse/SERVER[0] -22054[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
Hi!Is there a more updated list I should be looking at? I'm not finding error codes: 16540 or 16549, which are referenced in Moped error messages:   See https://github.com/mongodb/mongo/blob/master/docs/errors.md for details about this error.   	NEGATIVE	0.9996270537376404	Hi!<br>Is there a more updated list I should be looking at?<br> I'm not finding error codes: 16540 or 16549, which are referenced in Moped error messages:   See https://github.<br>com/mongodb/mongo/blob/master/docs/errors.<br>md for details about this error.<br>  	2	-2	 Hi[0] [[Sentence=-1,1=word max, 1-5]] Is[0] there[0] a[0] more[0] updated[0] list[0] I[0] should[0] be[0] looking[0] at[0] [[Sentence=-1,1=word max, 1-5]] I'm[0] not[0] finding[0] error[-1][NegatedDueToPreviousWord] codes[0] 16540[0] or[0] 16549[0] which[0] are[0] referenced[0] in[0] Moped[0] error[-1] messages[0] See[0] https[0] ://github[0] [[Sentence=-2,2=word max, 1-5]] com/mongodb/mongo/blob/master/docs/errors[0] [[Sentence=-1,1=word max, 1-5]] md[0] for[0] details[0] about[0] this[0] error[-1] [[Sentence=-2,1=word max, 1-5]][[[2,-2 max of sentences]]]
This file is unfortunately out of date, but you can generate a new one as follows: buildscripts/errorcodes.py -o errors.md --report markdown 	NEGATIVE	0.9992213845252991	This file is unfortunately out of date, but you can generate a new one as follows: buildscripts/errorcodes.<br>py -o errors.<br>md -report markdown	1	-2	 This[0] file[0] is[0] unfortunately[-1] out[0] of[0] date[0] but[0] you[0] can[0] generate[0] a[0] new[0] one[0] as[0] follows[0] buildscripts/errorcodes[0] [[Sentence=-2,1=word max, 1-5]] py[0] o[0] errors[-1] [[Sentence=-2,1=word max, 1-5]] md[0] report[0] markdown[0] [[Sentence=-1,1=word max, 1-5]][[[1,-2 max of sentences]]]
Are you sure that the User/Group is mongod and not mongodb ? (On wheezy it's mongodb)	NEGATIVE	0.9989638328552246	Are you sure that the User/Group is mongod and not mongodb ?<br> (On wheezy it's mongodb)	1	-1	 Are[0] you[0] sure[0] that[0] the[0] User/Group[0] is[0] mongod[0] and[0] not[0] mongodb[0] [[Sentence=-1,1=word max, 1-5]] On[0] wheezy[0] it's[0] mongodb[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Thanks for the catch, and sorry about the confusion. I hit this in my own testing, and am planning to put the fix to this in with the change. I hope to get the change in in the next  day or so.	NEGATIVE	0.9892450571060181	Thanks for the catch, and sorry about the confusion.<br> I hit this in my own testing, and am planning to put the fix to this in with the change.<br> I hope to get the change in in the next  day or so.	3	-2	 Thanks[1] for[0] the[0] catch[0] and[0] sorry[-1] about[0] the[0] confusion[-1] [[Sentence=-2,2=word max, 1-5]] I[0] hit[0] this[0] in[0] my[0] own[0] testing[0] and[0] am[0] planning[0] to[0] put[0] the[0] fix[0] to[0] this[0] in[0] with[0] the[0] change[0] [[Sentence=-1,1=word max, 1-5]] I[0] hope[2] to[0] get[0] the[0] change[0] in[0] in[0] the[0] next[0] day[0] or[0] so[0] [[Sentence=-1,3=word max, 1-5]][[[3,-2 max of sentences]]]
Hi, after an update from mongo 3.0 to 3.2 I get an error on  substr while trying to search inside a collection. I do know how to interpret or fix this error. Any help?	NEGATIVE	0.9991825222969055	Hi, after an update from mongo 3.0 to 3.2 I get an error on  substr while trying to search inside a collection.<br> I do know how to interpret or fix this error.<br> Any help?	1	-2	 Hi[0] after[0] an[0] update[0] from[0] mongo[0] 3[0] .0[0] to[0] 3[0] .2[0] I[0] get[0] an[0] error[-1] on[0] substr[0] while[0] trying[0] to[0] search[0] inside[0] a[0] collection[0] [[Sentence=-2,1=word max, 1-5]] I[0] do[0] know[0] how[0] to[0] interpret[0] or[0] fix[0] this[0] error[-1] [[Sentence=-2,1=word max, 1-5]] Any[0] help[0] [[Sentence=-1,1=word max, 1-5]][[[1,-2 max of sentences]]]
Thanks for the response. I think this may be it. I will post the outcome after we modify out code.	POSITIVE	0.9840955138206482	Thanks for the response.<br> I think this may be it.<br> I will post the outcome after we modify out code.	2	-1	 Thanks[1] for[0] the[0] response[0] [[Sentence=-1,2=word max, 1-5]] I[0] think[0] this[0] may[0] be[0] it[0] [[Sentence=-1,1=word max, 1-5]] I[0] will[0] post[0] the[0] outcome[0] after[0] we[0] modify[0] out[0] code[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
Ok. I've filed [SERVER-22580](https://jira.mongodb.org/browse/SERVER-22580) which might help resolve the issue in the future.	NEGATIVE	0.9829988479614258	Ok.<br> I've filed [SERVER-22580](https://jira.<br>mongodb.<br>org/browse/SERVER-22580) which might help resolve the issue in the future.	2	-1	 Ok[0] [[Sentence=-1,1=word max, 1-5]] I've[0] filed[0] [SERVER[0] -22580][0] https[0] ://jira[0] [[Sentence=-1,1=word max, 1-5]] mongodb[0] [[Sentence=-1,1=word max, 1-5]] org/browse/SERVER[0] -22580[0] which[0] might[0] help[0] resolve[1] the[0] issue[0] in[0] the[0] future[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Doesn't this mean that the packages for Jessie will _not_ contain the sysvinit script in addition to the systemd service file?Jessie changed the default to systemd, but sysvinit is still actively supported, so it would be neat/helpful if the package contained both to maintain compatibility. :smile:	NEGATIVE	0.829540491104126	Doesn't this mean that the packages for Jessie will _not_ contain the sysvinit script in addition to the systemd service file?<br>Jessie changed the default to systemd, but sysvinit is still actively supported, so it would be neat/helpful if the package contained both to maintain compatibility.<br> :smile:	3	-2	 Doesn't[0] this[0] mean[0] that[0] the[0] packages[0] for[0] Jessie[0] will[0] _not_[0] contain[0] the[0] sysvinit[0] script[0] in[0] addition[0] to[0] the[0] systemd[0] service[0] file[0] [[Sentence=-1,1=word max, 1-5]] Jessie[0] changed[0] the[0] default[-1] to[0] systemd[0] but[0] sysvinit[0] is[0] still[0] actively[0] supported[1] so[0] it[0] would[0] be[0] neat/helpful[0] if[0] the[0] package[0] contained[0] both[0] to[0] maintain[0] compatibility[0] [[Sentence=-2,2=word max, 1-5]] smile[2] [[Sentence=-1,3=word max, 1-5]][[[3,-2 max of sentences]]]
Interestingly, looks like this commit caused RocksDB to start failing jsCore_small_oplog and jsCore_small_oplog_rs with OOM issues:![screen shot 2016-02-26 at 11 27 04 am](https://cloud.githubusercontent.com/assets/1091023/13362955/ff5c8ade-dc7b-11e5-89e8-f886310aa46a.png)	NEGATIVE	0.9997448325157166	Interestingly, looks like this commit caused RocksDB to start failing jsCore_small_oplog and jsCore_small_oplog_rs with OOM issues:![screen shot 2016-02-26 at 11 27 04 am](https://cloud.<br>githubusercontent.<br>com/assets/1091023/13362955/ff5c8ade-dc7b-11e5-89e8-f886310a46a.<br>png)	2	-3	 Interestingly[1] looks[0] like[1] this[0] commit[0] caused[0] RocksDB[0] to[0] start[0] failing[-2] jsCore_small_oplog[0] and[0] jsCore_small_oplog_rs[0] with[0] OOM[0] issues[0] :![screen[0] shot[-1] 2016[0] -02[0] -26[0] at[0] 11[0] 27[0] 04[0] am][0] https[0] ://cloud[0] [[Sentence=-3,2=word max, 1-5]] githubusercontent[0] [[Sentence=-1,1=word max, 1-5]] com/assets/1091023/13362955/ff5c8ade[0] dc7b[0] -11e5[0] -89e8[0] f886310aa46a/f886310a46a[0] [[Sentence=-1,1=word max, 1-5]] png[0] [[Sentence=-1,1=word max, 1-5]][[[2,-3 max of sentences]]]
Here's the test output: https://logkeeper.mongodb.org/build/56cf5f1abe07c44a012dc316/test/56cf5fbbbe07c44a012ddba0?raw 1	NEGATIVE	0.9972888827323914	Here's the test output: https://logkeeper.<br>mongodb.<br>org/build/56cf5f1abe07c44a012dc316/test/56cf5fbbe07c44a012ddba0?<br>raw 1	1	-1	 Here's[0] the[0] test[0] output[0] https[0] ://logkeeper[0] [[Sentence=-1,1=word max, 1-5]] mongodb[0] [[Sentence=-1,1=word max, 1-5]] org/build/56cf5f1abe07c44a012dc316/test/56cf5fbbbe07c44a012ddba0/org/build/56cf5f1abe07c44a012dc316/test/56cf5fbbe07c44a012ddba0[0] [[Sentence=-1,1=word max, 1-5]] raw[0] 1[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
JIRA ticket should be:https://jira.mongodb.org/browse/SERVER-23853	NEGATIVE	0.9962625503540039	JIRA ticket should be:https://jira.<br>mongodb.<br>org/browse/SERVER-23853	1	-1	 JIRA[0] ticket[0] should[0] be[0] https[0] ://jira[0] [[Sentence=-1,1=word max, 1-5]] mongodb[0] [[Sentence=-1,1=word max, 1-5]] org/browse/SERVER[0] -23853[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Those lines were already in my init file (MongoDB shell version: 3.0.11 on centos 7) but I still had to manually create the folder	NEGATIVE	0.9991296529769897	Those lines were already in my init file (MongoDB shell version: 3.0.11 on centos 7) but I still had to manually create the folder	1	-1	 Those[0] lines[0] were[0] already[0] in[0] my[0] init[0] file[0] MongoDB[0] shell[0] version[0] 3[0] .0[0] .11[0] on[0] centos[0] 7[0] but[0] I[0] still[0] had[0] to[0] manually[0] create[0] the[0] folder[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Hey @andy10gen, this diff introduced a bunch of failures for me: https://gist.github.com/igorcanadi/1dca04aa6f6506a4ce6ffb5cf5fb72d3.I'm using g   4.8.5, is this a known problem?	NEGATIVE	0.9995458722114563	Hey @andy10gen, this diff introduced a bunch of failures for me: https://gist.<br>github.<br>com/igorcanadi/1dca04a6f6506a4ce6ffb5cf5fb72d3.<br>I'm using grin�   4.8.5, is this a known problem?	2	-3	 Hey[1] @andy10gen[0] this[0] diff[0] introduced[0] a[0] bunch[0] of[0] failures[-2] for[0] me[0] https[0] ://gist[0] [[Sentence=-3,2=word max, 1-5]] github[0] [[Sentence=-1,1=word max, 1-5]] com/igorcanadi/1dca04aa6f6506a4ce6ffb5cf5fb72d3/com/igorcanadi/1dca04a6f6506a4ce6ffb5cf5fb72d3[0] [[Sentence=-1,1=word max, 1-5]] I'm[0] using[0] g[0] 4[0] .8[0] .5[0] is[0] this[0] a[0] known[0] problem[-1] [[Sentence=-2,1=word max, 1-5]][[[2,-3 max of sentences]]]
