lol ;)	laugh out loud laugh out loud	2	-1	 lol[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Ah that makes a lot of sense now.I initially thought that the 10 seconds was a tolerance of how much data you could lose if you wanted to switch primaries (that's what I get from only glancing at the code!).I thought that a stepdown would immediately stop any secondaries from syncing from it (and they could be at most 10 seconds out of date) and then a new primary would be elected within a few seconds (at the cost of maybe losing yet-to-be-synced data from the previous primary).If I am correct in reading your comment then it then sounds like its much smarter than that; and instead the primary steps down, lets the secondaries continue to sync from it to become up to date (so no data is lost, even if the data was not yet synced from the primary), and then a new primary is elected without data loss.The 10 second window is just a way to make sure this 'catch up' process will happen fast (as not much data needs to be synced) as to not delay election of a new primary.Thanks for clearing that up!	Ah that makes a lot of sense now.<br>I initially thought that the 10 seconds was a tolerance of how much data you could lose if you wanted to switch primaries (that's what I get from only glancing at the code!<br>I thought that a stepdown would immediately stop any secondaries from syncing from it (and they could be at most 10 seconds out of date) and then a new primary would be elected within a few seconds (at the cost of maybe losing yet-to-be-synced data from the previous primary)<br>If I am correct in reading your comment then it then sounds like its much smarter than that; and instead the primary steps down, lets the secondaries continue to sync from it to become up to date (so no data is lost, even if the data was not yet synced from the primary) and then a new primary is elected without data loss.<br>The 10 second window is just a way to make sure this 'catch up' process will happen fast (as not much data needs to be synced) as to not delay election of a new primary.<br>Thanks for clearing that up!	2	-3	 Ah[0] that[0] makes[0] a[0] lot[0] of[0] sense[0] now[0] [[Sentence=-1,1=word max, 1-5]] I[0] initially[0] thought[0] that[0] the[0] 10[0] seconds[0] was[0] a[0] tolerance[1] of[0] how[0] much[0] data[0] you[0] could[0] lose[-1][--1 LastWordBoosterStrength] if[0] you[0] wanted[0] to[0] switch[0] primaries[0] that's[0] what[0] I[0] get[0] from[0] only[0] glancing[0] at[0] the[0] code[0] [[Sentence=-1,2=word max, 1-5]] I[0] thought[0] that[0] a[0] stepdown[0] would[0] immediately[0] stop[0] any[0] secondaries[0] from[0] syncing[0] from[0] it[0] and[0] they[0] could[0] be[0] at[0] most[0] 10[0] seconds[0] out[0] of[0] date[0] and[0] then[0] a[0] new[0] primary[0] would[0] be[0] elected[0] within[0] a[0] few[0] seconds[0] at[0] the[0] cost[0] of[0] maybe[0] losing[-2] yet[0] to[0] be[0] synced[0] data[0] from[0] the[0] previous[0] primary[0] [[Sentence=-3,1=word max, 1-5]] If[0] I[0] am[0] correct[0] in[0] reading[0] your[0] comment[0] then[0] it[0] then[0] sounds[0] like[1] its[0] much[0] smarter[1] than[0] that[0] and[0] instead[0] the[0] primary[0] steps[0] down[0] lets[0] the[0] secondaries[0] continue[0] to[0] sync[0] from[0] it[0] to[0] become[0] up[0] to[0] date[0] so[0] no[0] data[0] is[0] lost[0] even[0] if[0] the[0] data[0] was[0] not[0] yet[0] synced[0] from[0] the[0] primary[0] and[0] then[0] a[0] new[0] primary[0] is[0] elected[0] without[0] data[0] loss[-2] [[Sentence=-3,2=word max, 1-5]] The[0] 10[0] second[0] window[0] is[0] just[0] a[0] way[0] to[0] make[0] sure[0] this[0] 'catch[0] up'[0] process[0] will[0] happen[0] fast[0] as[0] not[0] much[0] data[0] needs[0] to[0] be[0] synced[0] as[0] to[0] not[0] delay[-1][NegatedDueToPreviousWord] election[0] of[0] a[0] new[0] primary[0] [[Sentence=-1,2=word max, 1-5]] Thanks[1] for[0] clearing[0] that[0] up[0] [[Sentence=-1,2=word max, 1-5]][[[2,-3 max of sentences]]]
  If I am correct in reading your comment then it then sounds like its much  smarter than that; and instead the primary steps down, lets the secondaries  continue to sync from it to become up to date (so no data is lost, even if  the data was not yet synced from the primary), and then a new primary is  elected without data loss.   The 10 second window is just a way to make sure this 'catch up' process  will happen fast (as not much data needs to be synced) as to not delay  election of a new primary.Yes, exactly.Thanks for clearing that up!No problem!On Sun, Apr 10, 2011 at 6:36 PM, Plasma  reply@reply.github.com wrote:  Ah that makes a lot of sense now.   I initially thought that the 10 seconds was a tolerance of how much data  you could lose if you wanted to switch primaries (that's what I get from  only glancing at the code!).   I thought that a stepdown would immediately stop any secondaries from  syncing from it (and they could be at most 10 seconds out of date) and then  a new primary would be elected within a few seconds (at the cost of maybe  losing yet-to-be-synced data from the previous primary).   If I am correct in reading your comment then it then sounds like its much  smarter than that; and instead the primary steps down, lets the secondaries  continue to sync from it to become up to date (so no data is lost, even if  the data was not yet synced from the primary), and then a new primary is  elected without data loss.   The 10 second window is just a way to make sure this 'catch up' process  will happen fast (as not much data needs to be synced) as to not delay  election of a new primary.   Thanks for clearing that up!  ##   Reply to this email directly or view it on GitHub:   https://github.com/mongodb/mongo/commit/6af8365495692b330f1ec8a93c5f172817f7a7c3#commitcomment-336498	  If I am correct in reading your comment then it then sounds like its much  smarter than that; and instead the primary steps down, lets the secondaries  continue to sync from it to become up to date (so no data is lost, even if  the data was not yet synced from the primary) and then a new primary is  elected without data loss.<br>   The 10 second window is just a way to make sure this 'catch up' process  will happen fast (as not much data needs to be synced) as to not delay  election of a new primary.<br>Yes, exactly.<br>Thanks for clearing that up!<br>No problem!<br>On Sun, Apr 10, 2011 at 6:36 PM, Plasma  reply@reply.<br>github.<br>com wrote:  Ah that makes a lot of sense now.<br>   I initially thought that the 10 seconds was a tolerance of how much data  you could lose if you wanted to switch primaries (that's what I get from  only glancing at the code!<br>   I thought that a stepdown would immediately stop any secondaries from  syncing from it (and they could be at most 10 seconds out of date) and then  a new primary would be elected within a few seconds (at the cost of maybe  losing yet-to-be-synced data from the previous primary)<br>   If I am correct in reading your comment then it then sounds like its much  smarter than that; and instead the primary steps down, lets the secondaries  continue to sync from it to become up to date (so no data is lost, even if  the data was not yet synced from the primary) and then a new primary is  elected without data loss.<br>   The 10 second window is just a way to make sure this 'catch up' process  will happen fast (as not much data needs to be synced) as to not delay  election of a new primary.<br>   Thanks for clearing that up!<br>  ##   Reply to this email directly or view it on GitHub:   https://github.<br>com/mongodb/mongo/commit/6af8365495692b330f1ec8a93c5f172817f7a7c3#commitcomment-336498	2	-3	 If[0] I[0] am[0] correct[0] in[0] reading[0] your[0] comment[0] then[0] it[0] then[0] sounds[0] like[1] its[0] much[0] smarter[1] than[0] that[0] and[0] instead[0] the[0] primary[0] steps[0] down[0] lets[0] the[0] secondaries[0] continue[0] to[0] sync[0] from[0] it[0] to[0] become[0] up[0] to[0] date[0] so[0] no[0] data[0] is[0] lost[0] even[0] if[0] the[0] data[0] was[0] not[0] yet[0] synced[0] from[0] the[0] primary[0] and[0] then[0] a[0] new[0] primary[0] is[0] elected[0] without[0] data[0] loss[-2] [[Sentence=-3,2=word max, 1-5]] The[0] 10[0] second[0] window[0] is[0] just[0] a[0] way[0] to[0] make[0] sure[0] this[0] 'catch[0] up'[0] process[0] will[0] happen[0] fast[0] as[0] not[0] much[0] data[0] needs[0] to[0] be[0] synced[0] as[0] to[0] not[0] delay[-1][NegatedDueToPreviousWord] election[0] of[0] a[0] new[0] primary[0] [[Sentence=-1,2=word max, 1-5]] Yes[0] exactly[0] [[Sentence=-1,1=word max, 1-5]] Thanks[1] for[0] clearing[0] that[0] up[0] [[Sentence=-1,2=word max, 1-5]] No[0] problem[-1] [[Sentence=-2,1=word max, 1-5]] On[0] Sun[0] Apr[0] 10[0] 2011[0] at[0] 6[0] :36[0] PM[0] Plasma[0] reply@reply[0] [[Sentence=-1,1=word max, 1-5]] github[0] [[Sentence=-1,1=word max, 1-5]] com[0] wrote[0] Ah[0] that[0] makes[0] a[0] lot[0] of[0] sense[0] now[0] [[Sentence=-1,1=word max, 1-5]] I[0] initially[0] thought[0] that[0] the[0] 10[0] seconds[0] was[0] a[0] tolerance[1] of[0] how[0] much[0] data[0] you[0] could[0] lose[-1][--1 LastWordBoosterStrength] if[0] you[0] wanted[0] to[0] switch[0] primaries[0] that's[0] what[0] I[0] get[0] from[0] only[0] glancing[0] at[0] the[0] code[0] [[Sentence=-1,2=word max, 1-5]] I[0] thought[0] that[0] a[0] stepdown[0] would[0] immediately[0] stop[0] any[0] secondaries[0] from[0] syncing[0] from[0] it[0] and[0] they[0] could[0] be[0] at[0] most[0] 10[0] seconds[0] out[0] of[0] date[0] and[0] then[0] a[0] new[0] primary[0] would[0] be[0] elected[0] within[0] a[0] few[0] seconds[0] at[0] the[0] cost[0] of[0] maybe[0] losing[-2] yet[0] to[0] be[0] synced[0] data[0] from[0] the[0] previous[0] primary[0] [[Sentence=-3,1=word max, 1-5]] If[0] I[0] am[0] correct[0] in[0] reading[0] your[0] comment[0] then[0] it[0] then[0] sounds[0] like[1] its[0] much[0] smarter[1] than[0] that[0] and[0] instead[0] the[0] primary[0] steps[0] down[0] lets[0] the[0] secondaries[0] continue[0] to[0] sync[0] from[0] it[0] to[0] become[0] up[0] to[0] date[0] so[0] no[0] data[0] is[0] lost[0] even[0] if[0] the[0] data[0] was[0] not[0] yet[0] synced[0] from[0] the[0] primary[0] and[0] then[0] a[0] new[0] primary[0] is[0] elected[0] without[0] data[0] loss[-2] [[Sentence=-3,2=word max, 1-5]] The[0] 10[0] second[0] window[0] is[0] just[0] a[0] way[0] to[0] make[0] sure[0] this[0] 'catch[0] up'[0] process[0] will[0] happen[0] fast[0] as[0] not[0] much[0] data[0] needs[0] to[0] be[0] synced[0] as[0] to[0] not[0] delay[-1][NegatedDueToPreviousWord] election[0] of[0] a[0] new[0] primary[0] [[Sentence=-1,2=word max, 1-5]] Thanks[1] for[0] clearing[0] that[0] up[0] [[Sentence=-1,2=word max, 1-5]] ##[0] Reply[0] to[0] this[0] email[0] directly[0] or[0] view[0] it[0] on[0] GitHub[0] https[0] ://github[0] [[Sentence=-1,1=word max, 1-5]] com/mongodb/mongo/commit/6af8365495692b330f1ec8a93c5f172817f7a7c3#commitcomment[0] -336498[0] [[Sentence=-1,1=word max, 1-5]][[[2,-3 max of sentences]]]
perhaps, this would extend "life" for SERVER-3016 issues ?	perhaps, this would extend "life" for SERVER-3016 issues ?	1	-1	 perhaps[0] this[0] would[0] extend[0] life[0] for[0] SERVER[0] -3016[0] issues[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
OMG thank you for fixing this.Personally a victim of it. :)	OMG thank you for fixing this.<br>Personally a victim of it.<br> .	2	-3	 OMG[1] thank[1] you[0] for[0] fixing[0] this[0] [[Sentence=-1,2=word max, 1-5]] Personally[0] a[0] victim[-2] of[0] it[0] [[Sentence=-3,1=word max, 1-5]][+1 Emoticon] [[Sentence=-1,2=word max, 1-5]][[[2,-3 max of sentences]]]
Haha, you're welcome :)	Haha, you're welcome welcome	3	-1	 Haha[1] you're[0] welcome[1][+1 Emoticon] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
backport?	backport?	1	-1	 backport[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
The formatting on this is off.Also, this will be kind of slow since its going to cause an error every time.We need to check and see if there actually is a prompt() function.	The formatting on this is off.<br>Also, this will be kind of slow since its going to cause an error every time.<br>We need to check and see if there actually is a prompt( function.	2	-2	 The[0] formatting[0] on[0] this[0] is[0] off[0] [[Sentence=-1,1=word max, 1-5]] Also[0] this[0] will[0] be[0] kind[1] of[0] slow[0] since[0] its[0] going[0] to[0] cause[0] an[0] error[-1] every[0] time[0] [[Sentence=-2,2=word max, 1-5]] We[0] need[0] to[0] check[0] and[0] see[0] if[0] there[0] actually[0] is[0] a[0] prompt[0] function[0] [[Sentence=-1,1=word max, 1-5]][[[2,-2 max of sentences]]]
Should make it possible to write "uassert( 0, "blah blah", x   3 );", which will then get translated on first build / first errorcode check to uassert(  next errorcode , "blah blah", x   3 );"	Should make it possible to write "uassert( 0, "blah blah" x   3 ) which will then get translated on first build / first errorcode check to uassert(  next errorcode , "blah blah" x   3 )	2	-2	 Should[0] make[0] it[0] possible[0] to[0] write[0] uassert[0] 0[0] blah[-1] blah[-1] x[1] 3[0] which[0] will[0] then[0] get[0] translated[0] on[0] first[0] build[0] /[0] first[0] errorcode[-1] check[0] to[0] uassert[0] next[0] errorcode[-1] blah[-1] blah[-1] x[1] 3[0] [[Sentence=-2,2=word max, 1-5]][[[2,-2 max of sentences]]]
alloc deleted freelist allocation chaining	alloc deleted freelist allocation chaining	1	-1	 alloc[0] deleted[0] freelist[0] allocation[0] chaining[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Damn, I'm glad I'm not as stupid as the guy who wrote this.	Damn, I'm glad I'm not as stupid as the guy who wrote this.	2	-2	 Damn[-1] I'm[0] glad[1] I'm[0] not[0] as[0] stupid[-1][NegatedDueToPreviousWord] as[0] the[0] guy[0] who[0] wrote[0] this[0] [[Sentence=-2,2=word max, 1-5]][[[2,-2 max of sentences]]]
that's harsh :-)what's wrong with it	that's harsh :what's wrong with it	1	-2	 that's[0] harsh[-1] what's[0] wrong[-1] with[0] it[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
assert is not normally used for buffer overflow protection (as it appears to be in this diff) as it's a macro that doesn't generate any code without NDEBUG defined.However, it appears assert is redefined as MONGO_assert which may properly guard this function even when not compiled with debugging? I couldn't quickly find the definition of MONGO_assert...At any rate the standard approach in this case would be to use the strncpy function which only copies up to len bytes. The strcpy/strncpy man page even includes a sample implementation of strncpy.	assert is not normally used for buffer overflow protection (as it appears to be in this diff) as it's a macro that doesn't generate any code without NDEBUG defined.<br>However, it appears assert is redefined as MONGO_assert which may properly guard this function even when not compiled with debugging?<br> I couldn't quickly find the definition of MONGO_assert.<br>At any rate the standard approach in this case would be to use the strncpy function which only copies up to len bytes.<br> The strcpy/strncpy man page even includes a sample implementation of strncpy.	1	-2	 assert[0] is[0] not[0] normally[0] used[0] for[0] buffer[0] overflow[-1] protection[0] as[0] it[0] appears[0] to[0] be[0] in[0] this[0] diff[0] as[0] it's[0] a[0] macro[0] that[0] doesn't[0] generate[0] any[0] code[0] without[0] NDEBUG[0] defined[0] [[Sentence=-2,1=word max, 1-5]] However[0] it[0] appears[0] assert[0] is[0] redefined[0] as[0] MONGO_assert[0] which[0] may[0] properly[0] guard[0] this[0] function[0] even[0] when[0] not[0] compiled[0] with[0] debugging[0] [[Sentence=-1,1=word max, 1-5]] I[0] couldn't[0] quickly[0] find[0] the[0] definition[0] of[0] MONGO_assert[0] [[Sentence=-1,1=word max, 1-5]] At[0] any[0] rate[0] the[0] standard[0] approach[0] in[0] this[0] case[0] would[0] be[0] to[0] use[0] the[0] strncpy[0] function[0] which[0] only[0] copies[0] up[0] to[0] len[0] bytes[0] [[Sentence=-1,1=word max, 1-5]] The[0] strcpy/strncpy[0] man[0] page[0] even[0] includes[0] a[0] sample[0] implementation[0] of[0] strncpy[0] [[Sentence=-1,1=word max, 1-5]][[[1,-2 max of sentences]]]
in mongo assert is defined even in release builds.thus this works.the idea is that this notifies if the buffer is too small.strncpy would work but you wouldn't get any notification.this should never happen thus the abort.	in mongo assert is defined even in release builds.<br>thus this works.<br>the idea is that this notifies if the buffer is too small.<br>strncpy would work but you wouldn't get any notification.<br>this should never happen thus the abort.	1	-1	 in[0] mongo[0] assert[0] is[0] defined[0] even[0] in[0] release[0] builds[0] [[Sentence=-1,1=word max, 1-5]] thus[0] this[0] works[0] [[Sentence=-1,1=word max, 1-5]] the[0] idea[0] is[0] that[0] this[0] notifies[0] if[0] the[0] buffer[0] is[0] too[0] small[0] [[Sentence=-1,1=word max, 1-5]] strncpy[0] would[0] work[0] but[0] you[0] wouldn't[0] get[0] any[0] notification[0] [[Sentence=-1,1=word max, 1-5]] this[0] should[0] never[0] happen[0] thus[0] the[0] abort[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Excellent. Disaster averted.I think this commit just got passed around because it's very difficult to tell that assert has non-default behavior.	Excellent.<br> Disaster averted.<br>I think this commit just got passed around because it's very difficult to tell that assert has non-default behavior.	4	-3	 Excellent[3] [[Sentence=-1,4=word max, 1-5]] Disaster[-1] averted[-1] [[Sentence=-2,1=word max, 1-5]] I[0] think[0] this[0] commit[0] just[0] got[0] passed[0] around[0] because[0] it's[0] very[0] difficult[-1][-1 LastWordBoosterStrength] to[0] tell[0] that[0] assert[0] has[0] non[0] default[-1] behavior[0] [[Sentence=-3,1=word max, 1-5]][[[4,-3 max of sentences]]]
I believe it was passed around as a pre-fix copy of it was found in a thirdparty driver and mistaken for being mongoDB code.Should be corrected inboth places now.On Tue, Jul 19, 2011 at 4:53 PM, schmichael  reply@reply.github.com wrote:  Excellent. Disaster averted.   I think this commit just got passed around because it's very difficult to  tell that assert has non-default behavior.  ##   Reply to this email directly or view it on GitHub:   https://github.com/mongodb/mongo/commit/8b930cb852f4b9eb68036fb3db2ec21568cdb943#commitcomment-485791	I believe it was passed around as a pre-fix copy of it was found in a thirdparty driver and mistaken for being mongoDB code.<br>Should be corrected inboth places now.<br>On Tue, Jul 19, 2011 at 4:53 PM, schmichael  reply@reply.<br>github.<br>com wrote:  Excellent.<br> Disaster averted.<br>   I think this commit just got passed around because it's very difficult to  tell that assert has non-default behavior.<br>  ##   Reply to this email directly or view it on GitHub:   https://github.<br>com/mongodb/mongo/commit/8b930cb852f4b9eb68036fb3db2ec21568cdb943#commitcomment-485791	4	-3	 I[0] believe[0] it[0] was[0] passed[0] around[0] as[0] a[0] pre[0] fix[0] copy[0] of[0] it[0] was[0] found[0] in[0] a[0] thirdparty[0] driver[0] and[0] mistaken[-1] for[0] being[0] mongoDB[0] code[0] [[Sentence=-2,1=word max, 1-5]] Should[0] be[0] corrected[0] inboth[0] places[0] now[0] [[Sentence=-1,1=word max, 1-5]] On[0] Tue[0] Jul[0] 19[0] 2011[0] at[0] 4[0] :53[0] PM[0] schmichael[0] reply@reply[0] [[Sentence=-1,1=word max, 1-5]] github[0] [[Sentence=-1,1=word max, 1-5]] com[0] wrote[0] Excellent[3] [[Sentence=-1,4=word max, 1-5]] Disaster[-1] averted[-1] [[Sentence=-2,1=word max, 1-5]] I[0] think[0] this[0] commit[0] just[0] got[0] passed[0] around[0] because[0] it's[0] very[0] difficult[-1][-1 LastWordBoosterStrength] to[0] tell[0] that[0] assert[0] has[0] non[0] default[-1] behavior[0] [[Sentence=-3,1=word max, 1-5]] ##[0] Reply[0] to[0] this[0] email[0] directly[0] or[0] view[0] it[0] on[0] GitHub[0] https[0] ://github[0] [[Sentence=-1,1=word max, 1-5]] com/mongodb/mongo/commit/8b930cb852f4b9eb68036fb3db2ec21568cdb943#commitcomment[0] -485791[0] [[Sentence=-1,1=word max, 1-5]][[[4,-3 max of sentences]]]
